#;Código;Nombre genérico;Nombre comercial;Presentación
402;102004901;DEXTROSA EN AGUA al 5%, solución, envase plástico (bolsa o frasco), con equipo adaptable desechable para Infusión intravenosa, 1,000ml.;;Vial/Ampolla
403;102078201;DEXTROSA HIPERTÓNICA 50% a 70%, solución, 500ml a 2,000ml, I.V.;SOLUCIÓN DX 5- (5-%);Vial/Ampolla
404;103054801;DICLOFENACO 0.1%, o FLURBIPROFEN 0.03%, o SUPROFEN 1%, gotas, solución,  frasco, 2.5-10ml, Vía Oftálmica.;OFTIC 1 MG/ML SOLUCIÓN OFTÁLMICA | 3-A OFTENO -.1% SOLUCION OFTALMICA ESTERIL;Frasco de gotas
405;102044501;"DICLOFENACO SÓDICO 25mg/ml, solución, I.M. o I.M.; I.V.";DOLOFENIL 75MG/3ML SOLUCION INYECTABLE | KLONAFENAC 75MG/3ML SOLUCION INYECTABLE I.M., INFUSION I.V. | DICLOFENACO SÓDICO SOLUCIÓN INYECTABLE 75MG/3ML | DICLOFENAC SODICO 25MG/ML SOLUCION INYECTABLE;Vial/Ampolla
406;105007201;DICLOFENACO SÓDICO 50mg,  supositorio,  Vía Rectal.;S/P REGISTRADO;Óvulo/Supositorio
407;101065401;DICLOFENACO SÓDICO 50mg, cápsula o tableta, de liberación convencional o con capa entérica, V.O.;DOLOFENIL 5- MG CÁPSULAS | DICLOFENACO NORMON 5- MG COMPRIMIDOS GASTRORRESISTENTES EFG | DICLOFENACO SODICO 5- MG TABLETAS RECUBIERTAS DE LIBERACION RETARDADA | Diclofenaco Rigar 5-mg Comprimidos Recubiertos;Pastilla - Cápsula
408;103036001;DIFENHIDRAMINA 12.5mg/5ml, jarabe, frasco 120ml, V.O.;FENADRIN 12.5MG/5ML SOLUCION ORAL | DIFENHIDRAMINA MP 12.5 MG/5 ML SOLUCIÓN ORAL NUEVA FÓRMULA;Frasco de jarabe
409;101003101;DIFENHIDRAMINA 25mg, cápsula, V.O.;DIFENHIDRAMINA MP 25 MG CÁPSULAS;Pastilla - Cápsula
410;101087001;DILTIAZEM 180mg, cápsula o tableta, de liberación modificada, V.O.;Diltiazem Maxihealth ER 18- mg cápsulas de liberación extendida;Pastilla - Cápsula
411;101087201;DILTIAZEM 60mg, cápsula o tableta, V.O.;ANGIOTROFIN 6- MG COMPRIMIDOS | Diltiazem Maxihealth 6- mg tabletas recubiertas;Pastilla - Cápsula
412;101009501;DIMENHIDRINATO 50mg, tableta, V.O.;Viajesan 5-mg tabletas | Dimenhidrinato 5-mg tabletas | DIMENHIDRINATO 5-MG TABLETAS | PASEDOL 5- MG TABLETAS;Pastilla - Cápsula
413;105007801;DINOPROSTONE 2mg/3g, gel, tubo con aplicador precargado o jeringa, Vía Vaginal.;PROSTIN E2 2MG/3G GEL VAGINAL;Crema/Ungüento
414;102047001;DIPIRONA CON SALES MAGNÉSICAS 2g/5ml, solución, I.M., I.V.;"DOLOFOR 2 G / 5 ML SOLUCION INYECTABLE I.M., I.V. | DISALGIN 2G /5ML SOLUCIÓN INYECTABLE I.M. I.V. (LENTA) | DIPIRONA MAGNESICA 2g/5mL SOLUCION INYECTABLE I.M.; I.V.";Vial/Ampolla
415;101001501;DOLUTEGRAVIR 50mg, cápsula o tableta, V.O.;TIVICAY 5- MG TABLETAS RECUBIERTAS | DOLUTEGRAVIR 5- MG COMPRIMIDOS RECUBIERTOS;Pastilla - Cápsula
416;102094501;DORNASE ALFA (DESOXIRRIBONUCLEASA) 1mg/ml, solución, Nebulización.;Pulmozyme 2.5mg/2.5ml solución para inhalación;Inhalador
417;103057401;DORZOLAMIDA CLORHIDRATO 2%, gotas, solución, frasco, 5-10ml,  Vía  Oftálmica.;Dorzolamida 2-mg/ml solución oftálmica | DORZOLAMIDA VIJOSA 2% SOLUCION OFTALMICA | ELIPTIC OFTENO SOLUCIÓN OFTÁLMICA;Frasco de gotas
418;101100901;DULOXETINA 60mg, cápsula o tableta, V.O.;Duloxvitae 6- mg Cápsulas de Liberación Retardada | CYMBALTA 6- MG CAPSULAS DE LIBERACIÓN RETARDADA | DUXET 6- MG CAPSULA GASTRO RESISTENTE | Duloxetina 6-mg cápsulas de Liberación Retardada V.O.;Pastilla - Cápsula
419;102000801;DUPILUMAB 300mg, solución, Subcutánea (S.C.);DUPIXENT 3--MG/2ML SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA;Vial/Ampolla
420;102005901;EFEDRINA SULFATO 25-60mg/ml, solución, I.V.;TENDRIN 5-MG/2ML SOLUCIÓN INYECTABLE I.M.I.V.;Vial/Ampolla
421;101001201;ELTROMBOPAG OLAMINA 25mg, tableta, V.O.;ELTROMBOPAG 25 MG COMPRIMIDOS RECUBIERTOS | REVOLADE 25 MG TABLETAS RECUBIERTAS | ELTROMBOPAG 25 MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
422;101000601;ELTROMBOPAG OLAMINA 50mg, tableta, V.O.;ELTROMBOPAG 5- MG COMPRIMIDOS RECUBIERTOS | REVOLADE 5- MG TABLETAS RECUBIERTAS | REVOLADE 5- mg TABLETAS RECUBIERTAS | BIEMPAG ® 5- mg TABLETAS RECUBIERTAS;Pastilla - Cápsula
423;104000101;ERITROMICINA 0.5%, ungüento oftálmico.;ERLEADA 6- mg COMPRIMIDOS RECUBIERTOS;Crema/Ungüento
424;101101001;ESCITALOPRAM 10mg, tableta, V.O.;;Pastilla - Cápsula
425;101002601;ESCOPOLAMINA BUTILBROMURO (HIOSCINA) 10mg, tableta, V.O.;HIOSCINA BUTILBROMURO 1- MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
426;102002701;ESCOPOLAMINA BUTILBROMURO (HIOSCINA) 20mg/ml, solución, I.M., I.V.;BROMURO DE N-BUTIL HIOSCINA 2- mg / ml SOLUCIÓN INYECTABLE I.M., I.V., S.c. | CAPIN BH 2-mg/1mL Solución Inyectable I.M., I.V. | ESCOPOLAMINA N-BUTIL BROMURO 2-MG/ML SOLUCIÓN INYECTABLE I.M., I.V., S.C. | N-BUTIL BROMURO DE HIOSCINA 2-MG/ML SOLUCIÓN INYECTABLE I.M.,I.V.;Vial/Ampolla
427;101037701;ESPIRONOLACTONA 25mg, tableta, V.O.;ALDACTONE A 25 MG TABLETAS. | SLYDEX 25MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA | Modulactone 25 Comprimidos;Pastilla - Cápsula
428;101011401;ESTRÓGENOS CONJUGADOS NATURALES DE ORIGEN EQUINO 0.625-1mg, tableta o tableta de liberación prolongada, V.O.;ESTERMAX -.625 MG TABLETAS DE LIBERACION PROLONGADA;Pastilla - Cápsula
429;105001401;ESTRÓGENOS CONJUGADOS NATURALES DE ORIGEN EQUINO 0.625mg/g, crema, tubo con aplicador, 40-45g, Vía Vaginal.;ESTERMAX CREMA VAGINAL | ESTRIN CREMA VAGINAL;Crema/Ungüento
430;105000101;ETONOGESTREL 68mg, implante, S.C.;MPLANON NXT;Implante
431;102001401;FARICIMAB 120mg/ml (6mg/0.05ml) solución inyectable intravítrea.;;Vial/Ampolla
432;101086201;FENOFIBRATO 200-250mg, cápsula de liberación prolongada, V.O.;Controlip 25-mg cápsulas de liberación prolongada;Pastilla - Cápsula
433;103025101;FERROSO FUMARATO 140mg/5ml,  suspensión, frasco, 150-200ml, V.O.;FUMARATO FERROSO 14- MG/5 ML SUSPENSIÓN ORAL;Frasco de jarabe
434;101001801;FINASTERIDA 5mg, tableta,  V.O.;FINCAR 5 mg TABLETAS RECUBIERTAS | Finasteride USP 5 mg Tabletas Recubiertas;Pastilla - Cápsula
435;101104601;FLUCONAZOL 150-200mg, tableta o cápsula, V.O.;FLUCONAZOL CINFA 15-MG CÁPSULAS | FLUCONAZOL 15- MG CAPSULAS | Flunazol 2-- (2-- mg) cápsulas | LUCONAZOL 15- MG CAPSULAS;Pastilla - Cápsula
436;103064601;FLUCONAZOL, 50mg/5ml, suspensión o solución, V.O.;S/P REGISTRADO;Frasco de jarabe
437;102001302;FLUFENAZINA DECANOATO 25mg/ml, solución, I.M.;FLUFENAZINA DECANOATO BP 25 mg SOLUCIÓN INYECTABLE I.M. | PSYCOSIN 25MG/ML SOLUCION PARA INYECCION;Vial/Ampolla
438;104017701;FLUORACILO 5%, crema, tubo, 15-30g, Vía Tópica.;EFUDIX 5% CREMA TOPICA;Crema/Ungüento
439;101032001;FLUOXETINA  20mg, cápsula o tableta, V.O.;FLUOXETINA NORMON 2- MG CAPSULAS DURAS EFG | FLUOXAC CAPS 2- MG CÁPSULAS;Pastilla - Cápsula
440;103059601;FLUOXETINA HIDROCLORURO 20mg/5ml, solución, frasco, V.O.;MOLTOBEN® 2-mg/5mL JARABE;Frasco de jarabe
441;101003901;FORMOTEROL FUMARATO (EFORMOTEROL) 9-12mcg/inhalación, polvo seco, inhalador con aplicador con 30-60 dosis,  Vía Bucal.;OXIS TURBUHALER 9 MCG/ DOSIS POLVO PARA INHALACION ORAL;Inhalador
442;104014101;GENTAMICINA SULFATO 0.3%, ungüento, tubo, 3-5g,  Vía Oftálmica.;OFTAGEN AL -.3% UNGUENTO OFTALMICO | BROMYCIN -.3% UNGÜENTO OFTÁLMICO;Frasco de gotas
443;102033301;GENTAMICINA SULFATO 40mg/ml, solución, I.M., I.V.;IKATIN 8-mg/2mL Solución Inyectable I.M, I.V. | GENTAMICINA 16-MG/2ML SOLUCION INYECTABLE | GENTAMICINA 8- MG 2ML SOLUCIÓN INYECTABLE I.M., I.V.;Vial/Ampolla
444;103009901;GUAYACOLATO DE GLICERILO 100mg/5ml, jarabe, frasco, 120ml, V.O.;Aliflux G Jarabe | GUAIFENESIN JARABE | GUAIFENESIN 2 G / 1-- ML JARABE. | Dife-Nadryl Jarabe;Frasco de jarabe
445;102000501;GUSELKUMAB 100 mg/ml solución inyectable, S.C.;TREMFYA (GUSELKUMAB) SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA S.C.;Vial/Ampolla
446;103001801;HALOPERIDOL 2mg/ml, gotas, solución, frasco cuentagotas o gotero calibrado, 15ml, V.O.;Rimont Solución Oral | HALOPERIDOL MP 2 MG/ML SOLUCIÓN GOTAS ORALES;Frasco de gotas
447;101070401;HALOPERIDOL 5mg, tableta, V.O.;HALOPERIDOL 5 MG;Pastilla - Cápsula
448;101002001;HIDRALAZINA CLORHIDRATO 50mg, tableta, V.O.;HIDRALAZINA CLORHIDRATO 5-MG COMPRIMIDOS RECUBIERTOS | YDRAPRES 5-MG COMPRIMIDOS | HIDRALAZINA CLORHIDRATO TABLETAS USP 5-MG;Pastilla - Cápsula
449;103003201;HIDROCORTISONA 0.25-2.5%, loción, frasco, 15-30ml, Vía Tópica. (Corticoide de baja potencia).;S/P REGISTRADO;Crema/Ungüento
450;103015801;HIDROXICINA 0.2%, 10mg/5ml, jarabe, frasco, 180-200ml, V.O.;HIDROXICINA MP 1- MG/5ML SOLUCIÓN ORAL | HIDROXICINA MP 1-MG/5ML SOLUCIÓN ORAL NUEVA FÓRMULA;Frasco de jarabe
451;101002301;HIDROXICINA 25mg, cápsula o tableta, V.O.;CEDAR 25 (25MG) TABLETAS RECUBIERTAS. | HIDROXIZINA BICLORHIDRATO 25 MG TABLETAS | HIDROXICINA 25MG TABLETAS.;Pastilla - Cápsula
452;103018801;HIERRO (SAL FERROSA) 25mg/ml de hierro elemental, gotas, frasco con cuentagotas o gotero calibrado, 15-30ml, V.O.;FERROSOL 125 mg / mL SOLUCIÓN ORAL GOTAS | FERROTONE Gotas Orales;Frasco de gotas
453;101036301;HIERRO (SAL FERROSA) 50-100mg de hierro elemental, tableta,  V.O.;FERRUMKLINGE 1--MG COMPRIMIDOS RECUBIERTOS. | SULFATO FERROSO GRAGEAS USP 3-- MG;Pastilla - Cápsula
454;103005802;HOMATROPINA METILBROMURO 5mg/5ml, elixir, frasco, 120ml, V.O.;HOMATROPIN AL -.1% ELIXIR;Frasco de jarabe
455;101068201;"IBUPROFENO 400mg, cápsula o tableta; V.O.";IBUPROFENO NORMON 4-- MG COMPRIMIDOS RECUBIERTOS EFG | IBULAP 4--MG TABLETAS RECUBIERTAS. | IBUPROFENO RIGAR 4-- MG COMPRIMIDOS RECUBIERTOS | REUMALAF TABLETAS;Pastilla - Cápsula
456;105007701;IMIDAZOLES: CLOTRIMAZOL,  ISOCONAZOL, MICONAZOL  1-2%, crema o jalea, tubo con aplicador, 35-40g, Vía Vaginal.;VAGICLEAN 1% CREMA VAGINAL | CANESTEN V 1% CREMA VAGINAL | HALTRIMIN V 1% CREMA VAGINAL | CLOTRIMAZOL 1 % CREMA VAGINAL;Crema/Ungüento
457;101031601;IMIPRAMINA 10mg, cápsula o tableta, V.O.;Imipramina Clorhidrato 1-mg tabletas recubiertas | IMIPRAMINA, 1- mg, cápsula o comprimido, v.o.;Pastilla - Cápsula
458;102076501;INMUNOGLOBULINA 0.5–1g, polvo liofilizado o solución, I.V.;S/P REGISTRADO;Vial/Ampolla
459;102076401;INMUNOGLOBULINA 2.5-3g, polvo liofilizado o solución, I.V.;OCTAGAM 5% SOLUCIÓN PARA INFUSIÓN INTRAVENOSA;Vial/Ampolla
460;102072601;INMUNOGLOBULINA 5-10g, polvo liofilizado o solución, I.V.;PRIVIGEN AL 1-% SOLUCION PARA INFUSIÓN I.V. | FLEBOGAMMA 5 % DIF SOLUCIÓN PARA PERFUSIÓN I.V. | OCTAGAM 5% SOLUCIÓN PARA INFUSIÓN INTRAVENOSA;Vial/Ampolla
461;101093401;IRBESARTÁN 300mg, tableta, V.O.;RBEVITAE 3--MG COMPRIMIDOS RECUBIERTOS | Irbesartán Cinfa 3--mg Comprimidos | IRBEA 3--MG COMPRIMIDOS | IRBESARTAN NORMON 3-- MG COMPRIMIDOS EFG;Pastilla - Cápsula
462;101010801;ISOSORBIDE DINITRATO 10mg, tableta, V.O.;ISOSORBIDA DINITRATO 1-MG COMPRIMIDOS | NGINAL 1- (1- MG) TABLETAS;Pastilla - Cápsula
463;101096602;IVERMECTINA 6mg, tableta, V.O.;;Pastilla - Cápsula
464;104013601;KETOCONAZOL  1-2%, crema, tubo, 15-20g, Vía Tópica.;KETOCONAZOL RIGAR AL 2 % CREMA TOPICA. | KETOCONAZOL CREMA 2% | KETOCONAZOL CREMA 2 %;Crema/Ungüento
465;101079901;LAMOTRIGINA 100mg, tableta o tableta  dispersable masticable o tableta dispersable, V.O.;LAMOTRIGINA NORMON 1-- MG COMPRIMIDOS DISPERSABLES / MASTICABLES EFG | FENEBRA 1--MG TABLETAS | EPICON 1-- MG TABLETAS DISPERSABLES/MASTICABLES;Pastilla - Cápsula
466;101101901;LAMOTRIGINA 25mg, comprimido, comprimido dispersable/masticable, V.O.;;Pastilla - Cápsula
467;103057301;LATANOPROST 50mcg/ml, gotas, solución, frasco, 2.5ml, Vía Oftálmica.;LATOF SP SOLUCIÓN OFTALMICA | XALOPTIC SR -,--5% SOLUCION OFTALMICA | GAAP OFTENO -.--5 % SOLUCIÓN OFTÁLMICA ESTÉRIL | LATOPROST RT GOTAS ESTERILES PARA LOS OJOS (LATANOPROST SOLUCION OFTALMICA MICROEMULSION -.--5% P/V);Frasco de gotas
468;103001301;LEVETIRACETAM 100 mg/ml solución o suspensión V.O.;LEVEVITAE 1--MG/ML SOLUCIÓN ORAL | KEPPRA 1--MG/ML SOLUCION ORAL | TAMLET-S 1--MG/ML SOLUCIÓN ORAL | Letram (Levetiracetam Solución Oral 1-- mg/mL);Frasco de jarabe
469;102083101;LEVETIRACETAM 100 mg/ml, solución I.V.;Keppra 5--mg/5ml Solucion Inyectable Intravenosa | LEVETIRACETAM RICHET 1--MG/ML SOLUCIÓN INYECTABLE I.V. | LEVETIRACETAM 1-- MG/ML CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN | Levetiracetam inyección USP 1--mg/ml;Vial/Ampolla
470;101000501;LEVETIRACETAM 1000mg, tableta V.O.;LEVEVITAE 1--- MG COMPRIMIDOS RECUBIERTOS. | Keppra 1---mg Tabletas Recubiertas | LEVETNOR 1--- MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA | TAMLET-T 1--- MG TABLETAS;Pastilla - Cápsula
471;102079501;LEVOFLOXACINA 500mg, solución, I.V.;LEVOFLOXACINO NORMON 5 MG/ML SOLUCION PARA PERFUSION INTRAVENOSA EFG. | FLUONING 5--MG/1--ML SOLUCIÓN INYECTABLE | LEVOFLOXACINA QUALIPHARM 5-- MG/ 1-- ML SOLUCIÓN INYECTABLE INFUSION I.V. | EVOFLOXACINO NORMON 5 MG/ML SOLUCION PARA PERFUSION INTRAVENOSA EFG.;Vial/Ampolla
472;101083601;LEVOFLOXACINA 500mg, tableta, V.O.;EVOFLOXACINO NORMON 5--MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG | ELEQUINE 5-- mg TABLETAS | LEFLOX 5-- MG COMPRIMIDOS RECUBIERTOS | LEVO - DENK 5-- MG COMPRIMIDOS CON CUBIERTA PELICULAR;Pastilla - Cápsula
473;101028501;LEVOMEPROMAZINA 25mg, tableta, V.O.;LEVOMEPROMAZINA (MALEATO) 25 MG TABLETAS;Pastilla - Cápsula
474;105008101;LEVONORGESTREL 52mg (20mcg/24horas), sistema Intrauterino.;Mahely Sistema Intrauterino Hormonal | MIRENA 2- MCG / 24 HORAS/ (SISTEMA INTRAUTERINO);Implante
475;102098401;LIDOCAÍNA  CLORHIDRATO 2% con EPINEFRINA 1:100.000, solución, Infiltración Bucal.;ODDONTO LIDO SOLUCIÓN INYECTABLE | ALPHACAINE 1:1--.--- SOLUCIÓN INYECTABLE INFILTRACIÓN DENTAL;Vial/Ampolla
476;105008201;LIDOCAÍNA 700mg, parche, Vía Tópica.;VERSATIS PARCHE MEDICADO;Parche
477;105002901;LIGNOCAÍNA (LIDOCAÍNA) 2%, jalea, tubo,  20-30g, Vía Tópica.;LUBAL 2% JALEA ESTÉRIL | LAFECAINA JALEA;Crema/Ungüento
478;101003501;LINAGLIPTINA 5mg, tableta, V.O.;Trayenta® 5 mg tabletas recubiertas | Linagliptina Calox 5 mg Tabletas Recubiertas;Pastilla - Cápsula
479;101068701;LOPERAMIDA CLORHIDRATO 2mg, cápsula o tableta, V.O.;COLIPER 2MG COMPRIMIDOS | LOPERAMIDA 2 MG TABLETAS;Pastilla - Cápsula
480;101059901;LORATADINA 10mg, cápsula o tableta, V.O.;LORATADINA NORMON 1- MG COMPRIMIDOS EFG | Loratadina Prieto 1- mg Tabletas | LORATADINA RIGAR 1- MG COMPRIMIDOS | NULAREF 1- MG COMPRIMIDOS;Pastilla - Cápsula
481;103025201;LÁGRIMAS ARTIFICIALES QUE CONTENGAN POLÍMEROS DE ÉSTERES DE CELULOSA  0.2%-0.5% y/o alcohol polivinílico 1%-3%, gotas, solución, 15-20ml, Vía Oftálmica.;Hipromelosa -.3% solución oftálmica | NICOTEARS SOLUCION OFTALMICA ESTERIL | HUMEDBIO -.3% SOLUCIÓN OFTALMICA | METICEL OFTENO AL -.5% SOLUCIÓN OFTÁLMICA.;Frasco de gotas
482;101065301;MEBENDAZOL 100mg, tableta, V.O.;MEBENDAMIN 1-- MG TABLETAS | PARASITOL 1-- MG TABLETAS;Pastilla - Cápsula
483;101044101;MEDROXIPROGESTERONA 5mg, tableta, V.O.;PROVERA 5MG TABLETAS .;Pastilla - Cápsula
484;102027801;MEDROXIPROGESTERONA, larga acción, 150mg/ml, solución o suspensión, I.M.;GYTROGEN DEPOT 15-MG/ML SUSPENSION INYECTABLE I.M. | DEPO-PROVERA 15- MG/ML SUSPENSION ACUOSA ESTERIL I.M. | ENWIWO 15-MG/ML SUSPENSIÓN INYECTABLE;Vial/Ampolla
485;104017301;MENTOL COMPUESTO 10-20%, ungüento, tubo, Vía  Tópica.;BALSAMO DE MENTOL COMPUESTO SAN RAFAEL | Ungüento Balsámico Rigar;Crema/Ungüento
486;102098501;MEPIVACAÍNA CLORHIDRATO 3% (30mg/ml) SIN VASOCONSTRICTOR, solución, Infiltración Bucal.;ODONTOCAÍNA 3% MEPIVACAÍNA 3%, SOLUCIÓN INYECTABLE POR INFILTRACIÓN DENTAL | ODONTOCAINA 3 % MEPIVACAINA 3 % SOLUCION INYECTABLE POR INFILTRACION DENTAL | MEPISV 3% SOLUCION INYECTABLE;Vial/Ampolla
487;102073601;MESNA 100mg/ml, solución, I.V.;UROMITEXAN 4--MG/4ML SOLUCIÓN INYECTABLE I.V.;Vial/Ampolla
488;105006201;METACRESOLSULFÓNICO ÁCIDO con FORMALDEHÍDO (POLICRESULENO) 18mg/g, gel,  tubo con aplicador, 50g, Vía Vaginal.;POLICRESULENO 18MG/G GEL VAGINAL CON APLICADOR;Crema/Ungüento
489;103005501;METACRESOLSULFÓNICO ÁCIDO con FORMALDEHÍDO (POLICRESULENO) 36 - 41%, líquido, frasco, 10-25ml, Vía Tópica.;S/P REGISTRADO;Crema/Ungüento
490;101027201;METILFENIDATO 10mg, tableta, V.O.;RUBIFEN 1-MG COMPRIMIDOS;Pastilla - Cápsula
491;103000501;METOCLOPRAMIDA 5mg/5ml, jarabe, frasco, 90-125ml, V.O.;CLOPRAM 5 MG / 5 ML SOLUCIÓN ORAL | CLOPRAMIDA 5 MG / 5 ML SOLUCION ORAL;Frasco de jarabe
492;102000702;METOCLOPRAMIDA 5mg/ml, solución, I.M., I.V.;NOVOMIT 1- MG/2ML INYECTABLE | PRAMOTIL 1-mg / 2mL Solución Inyectable I.M. o I.V. | METOCLOPRAMIDA CLORHIDRATO 1-MG/2ML SOLUCIÓN INYECTABLE I.M., I.V. | METOCLOPRAMIDA HIDROCLORURO 1- MG/2 ML SOLUCIÓN PARA INYECCIÓN;Vial/Ampolla
493;102101601;METOXI-POLIETILENGLICOL ERITROPOYETINA BETA 100mcg/0.3mL, solución, S.C.;MIRCERA 1-- MICROGRAMOS / -.3 ML SOLUCIÓN PARA INYECCIÓN EN JERINGA PRECARGADA;Vial/Ampolla
494;102101701;METOXI-POLIETILENGLICOL ERITROPOYETINA BETA 50mcg/0.3mL, solución, S.C.;MIRCERA 5- microgramos/-.3mL SOLUCION PARA INYECCION EN JERINGA PRECARGADA;Vial/Ampolla
495;103037001;METRONIDAZOL 125mg/5ml, suspensión, frasco, 120ml, V.O.;METRONIDAZOL 125 MG / 5 ML SUSPENSION ORAL | IMIDAKID 125 MG/5 ML SUSPENSION ORAL;Frasco de jarabe
496;101012901;METRONIDAZOL 500mg, tableta ranurada, V.O.;FLAGYL 5--MG COMPRIMIDOS | AMEVAN 5-- (5--MG) TABLETAS;Pastilla - Cápsula
497;105001801;METRONIDAZOL 500mg, óvulo, Vía Vaginal.;FLAGYL V 5--MG / OVULOS VAGINALES;Óvulo/Supositorio
498;101005101;MODULADOR HEMORREOLÓGICO TIPO PENTOXIFILINA 400mg, tableta de liberación modificada, V.O.;S/P REGISTRADO;Pastilla - Cápsula
499;103061701;MOMETASONA 50mcg/inhalación, suspensión acuosa en aerosol, inhalador, Vía Nasal.;MOMETASYN -.-5 % SUSPENSIÓN SPRAY NASAL ADULTOS | Mometzona -.-5% suspensión para inhalación nasal | ALEGORIA -.-5% Suspensión para inhalación | METASPRAY -.-5% SUSPENSION NASAL;Inhalador
500;103060201;MOMETASONA FUROATO 200mcg/ inhalación, polvo seco, inhalador, Vía Bucal.;S/P REGISTRADO;Inhalador
501;101085001;MONTELUKAST 10mg, tableta, V.O.;ASMONT 1- (1- MG) TABLETAS RECUBIERTAS | Uxigril 1-mg tabletas recubiertas | DENK-AIR 1-MG COMPRIMIDOS RECUBIERTOS CON PELICULA | MONTELUKAST 1- MG TABLETAS RECUBIERTAS;Pastilla - Cápsula
502;101085101;MONTELUKAST 5mg, tableta masticable, V.O.;MONTELUKAST (SÓDICO) 1- MG TABLETAS RECUBIERTAS | Montelukast 5 mg Tabletas Masticables;Pastilla - Cápsula
503;103007502;MUCILOIDES HIDROFÍLICOS DERIVADOS DE PLANTAGINACEAE (equivalente a un  mínimo de 49% de PSYLLIUM), polvo o cáscara, frasco, 200-350g, V.O.;PSYLLIUM PLANTAGO POLVO | MUGASIN POLVO PARA SUSPENSIÓN ORAL SABOR LIMA-LIMÓN | PSYLLIUM PLANTAGO PLANTAFIBER SABOR NATURAL 49.7- G / 1-- G POLVO PARA SUSPENSIÓN ORAL;Frasco de jarabe
504;101048601;MULTIVITAMINAS Y MINERALES, cápsula o tableta, V.O.;Dayamineral tabletas recubiertas | VITAFER GOLD TABLETAS;Pastilla - Cápsula
505;103035301;MULTIVITAMINAS, gotas,  frasco con cuentagotas o gotero calibrado, 15-30ml, V.O.;MULTIVITAMINAS CON MINERALES LIQUIDA;Frasco de gotas
506;103049301;NAFAZOLINA CLORHIDRATO 0.1%, gotas, solución, frasco, 7-15ml, Vía Oftálmica.;NAZIL OFTENO 1MG/ML SOLUCIÓN OFTÁLMICA | NAFAZOLINA -.1% SOLUCIÓN OFTALMICA MEMPHIS;Frasco de gotas
507;103020001;NISTATINA 100,000UI/ml, suspensión, frasco con cuentagotas o gotero calibrado, 24-30ml, V.O.;Nistatina Infantil Arsal 1--,---UI/ML Suspensión Oral Gotas | Nistal 1--,--- UI / ML SUSPENSIÓN ORAL | Micostyl Suspensión;Frasco de gotas
508;101013701;NITROFURANTOÍNA 100mg, cápsula o tableta, V.O.;UVAMIN RETARD 1-- MG CAPSULAS | NITROFURANTOINA 1--MG MK CAPSULAS;Pastilla - Cápsula
509;102081901;OBINUTUZUMAB 1000mg, polvo o solución inyectable, I.V.;GAZYVA 1--- MG /4- ML CONCENTRADO PARA SOLUCION PARA INFUSIÓN I.V.;Vial/Ampolla
510;102102601;OMALIZUMAB 150mg, polvo liofilizado o solución inyectable, S.C.;XOLAIR 75 MG/-.5 ML Y 15- MG/1.- ML SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA | XOLAIR 15-MG/VIAL POLVO PARA SOLUCION INYECTABLE S.C.;Vial/Ampolla
511;101093701;OMEPRAZOL 10mg,  cápsula o tableta, V.O.;S/P REGISTRADO;Pastilla - Cápsula
512;101003401;OSELTAMIVIR 75mg, cápsula, V.O.;ELTAFERON 75 mg CÁPSULAS;Pastilla - Cápsula
513;101079801;OXIBUTININA 5mg, tableta, V.O.;UREQUIN 5MG COMPRIMIDOS | Cloruro de Oxibutinina tabletas de liberación prolongada USP 5 mg;Pastilla - Cápsula
514;102105901;PALIPERIDONA PALMITATO, 100mg, solución o suspensión, l.M.;INVEGA SUSTENNA 1-- mg / ml Suspensión para Inyección de Liberacion Prolongada en Jeringa Precargada (15- mg / 1.5 ml, 1-- mg / ml, 75 mg / -.75 ml, 5- mg / -.5 ml) / I.M.;Vial/Ampolla
515;102106001;PALIPERIDONA PALMITATO, 150mg, solución o suspensión, l.M.;INVEGA SUSTENNA 1-- mg / ml Suspensión para Inyección de Liberacion Prolongada en Jeringa Precargada (15- mg / 1.5 ml, 1-- mg / ml, 75 mg / -.75 ml, 5- mg / -.5 ml) / I.M;Vial/Ampolla
516;102095701;PALIVIZUMAB 100mg, polvo liofilizado o solución, I.M.;SYNAGIS 1-- MG/ML SOLUCION INYECTABLE, I.M;Vial/Ampolla
517;101097701;PANCREATINA 150mg, equivalente a: LIPASA 10,000U, AMILASA  8,000U, PROTEASA 600U, cápsula, V.O.;CREON 1---- 15- MG CÁPSULAS CON MICROGRÁNULOS CON RECUBRIMIENTO ENTÉRICO;Pastilla - Cápsula
518;103019801;PARACETAMOL (ACETAMINOFÉN) 120-160mg/5ml, jarabe o solución, frasco, V.O.;ZETAFEN 12- MG / 5 ML JARABE | ATERMÍN NF SOLUCIÓN ORAL | ACETAMINOFEN RIGAR 12-MG/5ML JARABE | ACETAMINOFEN 12- MG / 5 ML SOLUCION ORAL SABOR CEREZA;Frasco de jarabe
